Teknikk;Ermann;Bohf;Antall;aldergr;aar;teknikk_txt;bohf_txt
2;1;23;13;3;2015;Hemipro;Sørlandet
2;1;23;14;4;2013;Hemipro;Sørlandet
2;1;23;15;4;2014;Hemipro;Sørlandet
2;1;23;14;4;2015;Hemipro;Sørlandet
3;0;1;1;1;2013;Totalpr;Finnmark
3;0;1;3;1;2014;Totalpr;Finnmark
3;0;1;2;1;2015;Totalpr;Finnmark
3;0;1;0;2;2013;Totalpr;Finnmark
3;0;1;0;2;2014;Totalpr;Finnmark
3;0;1;0;2;2015;Totalpr;Finnmark
3;0;1;0;3;2013;Totalpr;Finnmark
3;0;1;1;3;2014;Totalpr;Finnmark
3;0;1;0;3;2015;Totalpr;Finnmark
3;0;1;0;4;2013;Totalpr;Finnmark
3;0;1;0;4;2014;Totalpr;Finnmark
3;0;1;0;4;2015;Totalpr;Finnmark
3;0;2;2;1;2013;Totalpr;UNN
3;0;2;1;1;2014;Totalpr;UNN
3;0;2;1;1;2015;Totalpr;UNN
3;0;2;0;2;2013;Totalpr;UNN
3;0;2;0;2;2014;Totalpr;UNN
3;0;2;0;2;2015;Totalpr;UNN
3;0;2;0;3;2013;Totalpr;UNN
3;0;2;0;3;2014;Totalpr;UNN
3;0;2;0;3;2015;Totalpr;UNN
3;0;2;0;4;2013;Totalpr;UNN
3;0;2;0;4;2014;Totalpr;UNN
3;0;2;0;4;2015;Totalpr;UNN
3;0;3;6;1;2013;Totalpr;Nordland
3;0;3;5;1;2014;Totalpr;Nordland
3;0;3;4;1;2015;Totalpr;Nordland
3;0;3;1;2;2013;Totalpr;Nordland
3;0;3;0;2;2014;Totalpr;Nordland
3;0;3;1;2;2015;Totalpr;Nordland
3;0;3;0;3;2013;Totalpr;Nordland
3;0;3;0;3;2014;Totalpr;Nordland
3;0;3;1;3;2015;Totalpr;Nordland
3;0;3;0;4;2013;Totalpr;Nordland
3;0;3;0;4;2014;Totalpr;Nordland
3;0;3;0;4;2015;Totalpr;Nordland
3;0;4;0;1;2013;Totalpr;Helgeland
3;0;4;0;1;2014;Totalpr;Helgeland
3;0;4;1;1;2015;Totalpr;Helgeland
3;0;4;0;2;2013;Totalpr;Helgeland
3;0;4;0;2;2014;Totalpr;Helgeland
3;0;4;0;2;2015;Totalpr;Helgeland
3;0;4;0;3;2013;Totalpr;Helgeland
3;0;4;0;3;2014;Totalpr;Helgeland
3;0;4;0;3;2015;Totalpr;Helgeland
3;0;4;0;4;2013;Totalpr;Helgeland
3;0;4;0;4;2014;Totalpr;Helgeland
3;0;4;0;4;2015;Totalpr;Helgeland
3;0;6;1;1;2013;Totalpr;Nord-Trøndelag
3;0;6;1;1;2014;Totalpr;Nord-Trøndelag
3;0;6;0;1;2015;Totalpr;Nord-Trøndelag
3;0;6;0;2;2013;Totalpr;Nord-Trøndelag
3;0;6;0;2;2014;Totalpr;Nord-Trøndelag
3;0;6;0;2;2015;Totalpr;Nord-Trøndelag
3;0;6;0;3;2013;Totalpr;Nord-Trøndelag
3;0;6;0;3;2014;Totalpr;Nord-Trøndelag
3;0;6;1;3;2015;Totalpr;Nord-Trøndelag
3;0;6;0;4;2013;Totalpr;Nord-Trøndelag
3;0;6;1;4;2014;Totalpr;Nord-Trøndelag
3;0;6;0;4;2015;Totalpr;Nord-Trøndelag
3;0;7;10;1;2013;Totalpr;St. Olavs
3;0;7;19;1;2014;Totalpr;St. Olavs
3;0;7;11;1;2015;Totalpr;St. Olavs
3;0;7;4;2;2013;Totalpr;St. Olavs
3;0;7;1;2;2014;Totalpr;St. Olavs
3;0;7;2;2;2015;Totalpr;St. Olavs
3;0;7;0;3;2013;Totalpr;St. Olavs
3;0;7;1;3;2014;Totalpr;St. Olavs
3;0;7;1;3;2015;Totalpr;St. Olavs
3;0;7;0;4;2013;Totalpr;St. Olavs
3;0;7;0;4;2014;Totalpr;St. Olavs
3;0;7;1;4;2015;Totalpr;St. Olavs
3;0;8;3;1;2013;Totalpr;Møre og Romsdal
3;0;8;2;1;2014;Totalpr;Møre og Romsdal
3;0;8;5;1;2015;Totalpr;Møre og Romsdal
3;0;8;1;2;2013;Totalpr;Møre og Romsdal
3;0;8;0;2;2014;Totalpr;Møre og Romsdal
3;0;8;0;2;2015;Totalpr;Møre og Romsdal
3;0;8;0;3;2013;Totalpr;Møre og Romsdal
3;0;8;1;3;2014;Totalpr;Møre og Romsdal
3;0;8;0;3;2015;Totalpr;Møre og Romsdal
3;0;8;0;4;2013;Totalpr;Møre og Romsdal
3;0;8;0;4;2014;Totalpr;Møre og Romsdal
3;0;8;1;4;2015;Totalpr;Møre og Romsdal
3;0;10;0;1;2013;Totalpr;Førde
3;0;10;0;1;2014;Totalpr;Førde
3;0;10;1;1;2015;Totalpr;Førde
3;0;10;1;2;2013;Totalpr;Førde
3;0;10;0;2;2014;Totalpr;Førde
3;0;10;0;2;2015;Totalpr;Førde
3;0;10;0;3;2013;Totalpr;Førde
3;0;10;0;3;2014;Totalpr;Førde
3;0;10;1;3;2015;Totalpr;Førde
3;0;10;0;4;2013;Totalpr;Førde
3;0;10;0;4;2014;Totalpr;Førde
3;0;10;0;4;2015;Totalpr;Førde
3;0;11;10;1;2013;Totalpr;Bergen
3;0;11;1;1;2014;Totalpr;Bergen
3;0;11;3;1;2015;Totalpr;Bergen
3;0;11;1;2;2013;Totalpr;Bergen
3;0;11;0;2;2014;Totalpr;Bergen
3;0;11;0;2;2015;Totalpr;Bergen
3;0;11;1;3;2013;Totalpr;Bergen
3;0;11;1;3;2014;Totalpr;Bergen
3;0;11;0;3;2015;Totalpr;Bergen
3;0;11;0;4;2013;Totalpr;Bergen
3;0;11;0;4;2014;Totalpr;Bergen
3;0;11;0;4;2015;Totalpr;Bergen
3;0;12;1;1;2013;Totalpr;Fonna
3;0;12;2;1;2014;Totalpr;Fonna
3;0;12;2;1;2015;Totalpr;Fonna
3;0;12;1;2;2013;Totalpr;Fonna
3;0;12;0;2;2014;Totalpr;Fonna
3;0;12;1;2;2015;Totalpr;Fonna
3;0;12;0;3;2013;Totalpr;Fonna
3;0;12;1;3;2014;Totalpr;Fonna
3;0;12;1;3;2015;Totalpr;Fonna
3;0;12;1;4;2013;Totalpr;Fonna
3;0;12;1;4;2014;Totalpr;Fonna
3;0;12;0;4;2015;Totalpr;Fonna
3;0;13;19;1;2013;Totalpr;Stavanger
3;0;13;22;1;2014;Totalpr;Stavanger
3;0;13;17;1;2015;Totalpr;Stavanger
3;0;13;12;2;2013;Totalpr;Stavanger
3;0;13;14;2;2014;Totalpr;Stavanger
3;0;13;17;2;2015;Totalpr;Stavanger
3;0;13;7;3;2013;Totalpr;Stavanger
3;0;13;7;3;2014;Totalpr;Stavanger
3;0;13;2;3;2015;Totalpr;Stavanger
3;0;13;1;4;2013;Totalpr;Stavanger
3;0;13;1;4;2014;Totalpr;Stavanger
3;0;13;1;4;2015;Totalpr;Stavanger
3;0;14;4;1;2013;Totalpr;Østfold
3;0;14;8;1;2014;Totalpr;Østfold
3;0;14;4;1;2015;Totalpr;Østfold
3;0;14;0;2;2013;Totalpr;Østfold
3;0;14;0;2;2014;Totalpr;Østfold
3;0;14;0;2;2015;Totalpr;Østfold
3;0;14;0;3;2013;Totalpr;Østfold
3;0;14;0;3;2014;Totalpr;Østfold
3;0;14;0;3;2015;Totalpr;Østfold
3;0;14;0;4;2013;Totalpr;Østfold
3;0;14;0;4;2014;Totalpr;Østfold
3;0;14;0;4;2015;Totalpr;Østfold
3;0;15;9;1;2013;Totalpr;Akershus
3;0;15;5;1;2014;Totalpr;Akershus
3;0;15;14;1;2015;Totalpr;Akershus
3;0;15;1;2;2013;Totalpr;Akershus
3;0;15;2;2;2014;Totalpr;Akershus
3;0;15;1;2;2015;Totalpr;Akershus
3;0;15;0;3;2013;Totalpr;Akershus
3;0;15;0;3;2014;Totalpr;Akershus
3;0;15;1;3;2015;Totalpr;Akershus
3;0;15;0;4;2013;Totalpr;Akershus
3;0;15;0;4;2014;Totalpr;Akershus
3;0;15;0;4;2015;Totalpr;Akershus
3;0;16;11;1;2013;Totalpr;OUS
3;0;16;8;1;2014;Totalpr;OUS
3;0;16;12;1;2015;Totalpr;OUS
3;0;16;1;2;2013;Totalpr;OUS
3;0;16;1;2;2014;Totalpr;OUS
3;0;16;1;2;2015;Totalpr;OUS
3;0;16;2;3;2013;Totalpr;OUS
3;0;16;5;3;2014;Totalpr;OUS
3;0;16;0;3;2015;Totalpr;OUS
3;0;16;0;4;2013;Totalpr;OUS
3;0;16;0;4;2014;Totalpr;OUS
3;0;16;1;4;2015;Totalpr;OUS
3;0;19;12;1;2013;Totalpr;Innlandet
3;0;19;8;1;2014;Totalpr;Innlandet
3;0;19;6;1;2015;Totalpr;Innlandet
3;0;19;2;2;2013;Totalpr;Innlandet
3;0;19;0;2;2014;Totalpr;Innlandet
3;0;19;0;2;2015;Totalpr;Innlandet
3;0;19;0;3;2013;Totalpr;Innlandet
3;0;19;0;3;2014;Totalpr;Innlandet
3;0;19;0;3;2015;Totalpr;Innlandet
3;0;19;0;4;2013;Totalpr;Innlandet
3;0;19;0;4;2014;Totalpr;Innlandet
3;0;19;0;4;2015;Totalpr;Innlandet
3;0;20;6;1;2013;Totalpr;Vestre Viken
3;0;20;6;1;2014;Totalpr;Vestre Viken
3;0;20;6;1;2015;Totalpr;Vestre Viken
3;0;20;2;2;2013;Totalpr;Vestre Viken
3;0;20;1;2;2014;Totalpr;Vestre Viken
3;0;20;1;2;2015;Totalpr;Vestre Viken
3;0;20;1;3;2013;Totalpr;Vestre Viken
3;0;20;1;3;2014;Totalpr;Vestre Viken
3;0;20;0;3;2015;Totalpr;Vestre Viken
3;0;20;2;4;2013;Totalpr;Vestre Viken
3;0;20;3;4;2014;Totalpr;Vestre Viken
3;0;20;1;4;2015;Totalpr;Vestre Viken
3;0;21;1;1;2013;Totalpr;Vestfold
3;0;21;1;1;2014;Totalpr;Vestfold
3;0;21;1;1;2015;Totalpr;Vestfold
3;0;21;0;2;2013;Totalpr;Vestfold
3;0;21;0;2;2014;Totalpr;Vestfold
3;0;21;0;2;2015;Totalpr;Vestfold
3;0;21;0;3;2013;Totalpr;Vestfold
3;0;21;0;3;2014;Totalpr;Vestfold
3;0;21;1;3;2015;Totalpr;Vestfold
3;0;21;0;4;2013;Totalpr;Vestfold
3;0;21;0;4;2014;Totalpr;Vestfold
3;0;21;0;4;2015;Totalpr;Vestfold
3;0;22;0;1;2013;Totalpr;Telemark
3;0;22;3;1;2014;Totalpr;Telemark
3;0;22;6;1;2015;Totalpr;Telemark
3;0;22;0;2;2013;Totalpr;Telemark
3;0;22;1;2;2014;Totalpr;Telemark
3;0;22;0;2;2015;Totalpr;Telemark
3;0;22;0;3;2013;Totalpr;Telemark
3;0;22;0;3;2014;Totalpr;Telemark
3;0;22;0;3;2015;Totalpr;Telemark
3;0;22;0;4;2013;Totalpr;Telemark
3;0;22;0;4;2014;Totalpr;Telemark
3;0;22;0;4;2015;Totalpr;Telemark
3;0;23;2;1;2013;Totalpr;Sørlandet
3;0;23;3;1;2014;Totalpr;Sørlandet
3;0;23;10;1;2015;Totalpr;Sørlandet
3;0;23;3;2;2013;Totalpr;Sørlandet
3;0;23;2;2;2014;Totalpr;Sørlandet
3;0;23;5;2;2015;Totalpr;Sørlandet
3;0;23;0;3;2013;Totalpr;Sørlandet
3;0;23;1;3;2014;Totalpr;Sørlandet
3;0;23;1;3;2015;Totalpr;Sørlandet
3;0;23;0;4;2013;Totalpr;Sørlandet
3;0;23;0;4;2014;Totalpr;Sørlandet
3;0;23;0;4;2015;Totalpr;Sørlandet
3;1;1;0;1;2013;Totalpr;Finnmark
3;1;1;0;1;2014;Totalpr;Finnmark
3;1;1;;1;2015;Totalpr;Finnmark
3;1;1;0;2;2013;Totalpr;Finnmark
3;1;1;0;2;2014;Totalpr;Finnmark
3;1;1;0;2;2015;Totalpr;Finnmark
3;1;1;0;3;2013;Totalpr;Finnmark
3;1;1;0;3;2014;Totalpr;Finnmark
3;1;1;0;3;2015;Totalpr;Finnmark
3;1;1;0;4;2013;Totalpr;Finnmark
3;1;1;0;4;2014;Totalpr;Finnmark
3;1;1;0;4;2015;Totalpr;Finnmark
3;1;2;1;1;2013;Totalpr;UNN
3;1;2;0;1;2014;Totalpr;UNN
3;1;2;;1;2015;Totalpr;UNN
3;1;2;0;2;2013;Totalpr;UNN
3;1;2;0;2;2014;Totalpr;UNN
3;1;2;0;2;2015;Totalpr;UNN
3;1;2;0;3;2013;Totalpr;UNN
3;1;2;0;3;2014;Totalpr;UNN
3;1;2;0;3;2015;Totalpr;UNN
3;1;2;0;4;2013;Totalpr;UNN
3;1;2;0;4;2014;Totalpr;UNN
3;1;2;0;4;2015;Totalpr;UNN
3;1;3;2;1;2013;Totalpr;Nordland
3;1;3;3;1;2014;Totalpr;Nordland
3;1;3;2;1;2015;Totalpr;Nordland
3;1;3;0;2;2013;Totalpr;Nordland
3;1;3;0;2;2014;Totalpr;Nordland
3;1;3;0;2;2015;Totalpr;Nordland
3;1;3;0;3;2013;Totalpr;Nordland
3;1;3;0;3;2014;Totalpr;Nordland
3;1;3;0;3;2015;Totalpr;Nordland
3;1;3;0;4;2013;Totalpr;Nordland
3;1;3;0;4;2014;Totalpr;Nordland
3;1;3;0;4;2015;Totalpr;Nordland
3;1;4;1;1;2013;Totalpr;Helgeland
3;1;4;0;1;2014;Totalpr;Helgeland
3;1;4;1;1;2015;Totalpr;Helgeland
3;1;4;0;2;2013;Totalpr;Helgeland
3;1;4;0;2;2014;Totalpr;Helgeland
3;1;4;0;2;2015;Totalpr;Helgeland
3;1;4;0;3;2013;Totalpr;Helgeland
3;1;4;0;3;2014;Totalpr;Helgeland
3;1;4;1;3;2015;Totalpr;Helgeland
3;1;4;0;4;2013;Totalpr;Helgeland
3;1;4;0;4;2014;Totalpr;Helgeland
3;1;4;0;4;2015;Totalpr;Helgeland
3;1;6;0;1;2013;Totalpr;Nord-Trøndelag
3;1;6;0;1;2014;Totalpr;Nord-Trøndelag
3;1;6;1;1;2015;Totalpr;Nord-Trøndelag
3;1;6;0;2;2013;Totalpr;Nord-Trøndelag
3;1;6;0;2;2014;Totalpr;Nord-Trøndelag
3;1;6;0;2;2015;Totalpr;Nord-Trøndelag
3;1;6;0;3;2013;Totalpr;Nord-Trøndelag
3;1;6;1;3;2014;Totalpr;Nord-Trøndelag
3;1;6;0;3;2015;Totalpr;Nord-Trøndelag
3;1;6;0;4;2013;Totalpr;Nord-Trøndelag
3;1;6;0;4;2014;Totalpr;Nord-Trøndelag
3;1;6;0;4;2015;Totalpr;Nord-Trøndelag
3;1;7;5;1;2013;Totalpr;St. Olavs
3;1;7;6;1;2014;Totalpr;St. Olavs
3;1;7;9;1;2015;Totalpr;St. Olavs
3;1;7;1;2;2013;Totalpr;St. Olavs
3;1;7;3;2;2014;Totalpr;St. Olavs
3;1;7;4;2;2015;Totalpr;St. Olavs
3;1;7;1;3;2013;Totalpr;St. Olavs
3;1;7;0;3;2014;Totalpr;St. Olavs
3;1;7;0;3;2015;Totalpr;St. Olavs
3;1;7;0;4;2013;Totalpr;St. Olavs
3;1;7;1;4;2014;Totalpr;St. Olavs
3;1;7;0;4;2015;Totalpr;St. Olavs
3;1;8;2;1;2013;Totalpr;Møre og Romsdal
3;1;8;1;1;2014;Totalpr;Møre og Romsdal
3;1;8;2;1;2015;Totalpr;Møre og Romsdal
3;1;8;0;2;2013;Totalpr;Møre og Romsdal
3;1;8;0;2;2014;Totalpr;Møre og Romsdal
3;1;8;0;2;2015;Totalpr;Møre og Romsdal
3;1;8;1;3;2013;Totalpr;Møre og Romsdal
3;1;8;0;3;2014;Totalpr;Møre og Romsdal
3;1;8;0;3;2015;Totalpr;Møre og Romsdal
3;1;8;0;4;2013;Totalpr;Møre og Romsdal
3;1;8;0;4;2014;Totalpr;Møre og Romsdal
3;1;8;0;4;2015;Totalpr;Møre og Romsdal
3;1;10;1;1;2013;Totalpr;Førde
3;1;10;0;1;2014;Totalpr;Førde
3;1;10;;1;2015;Totalpr;Førde
3;1;10;0;2;2013;Totalpr;Førde
3;1;10;0;2;2014;Totalpr;Førde
3;1;10;0;2;2015;Totalpr;Førde
3;1;10;0;3;2013;Totalpr;Førde
3;1;10;0;3;2014;Totalpr;Førde
3;1;10;0;3;2015;Totalpr;Førde
3;1;10;0;4;2013;Totalpr;Førde
3;1;10;0;4;2014;Totalpr;Førde
3;1;10;0;4;2015;Totalpr;Førde
3;1;11;3;1;2013;Totalpr;Bergen
3;1;11;4;1;2014;Totalpr;Bergen
3;1;11;2;1;2015;Totalpr;Bergen
3;1;11;0;2;2013;Totalpr;Bergen
3;1;11;0;2;2014;Totalpr;Bergen
3;1;11;1;2;2015;Totalpr;Bergen
3;1;11;0;3;2013;Totalpr;Bergen
3;1;11;0;3;2014;Totalpr;Bergen
3;1;11;0;3;2015;Totalpr;Bergen
3;1;11;0;4;2013;Totalpr;Bergen
3;1;11;0;4;2014;Totalpr;Bergen
3;1;11;0;4;2015;Totalpr;Bergen
3;1;12;1;1;2013;Totalpr;Fonna
3;1;12;0;1;2014;Totalpr;Fonna
3;1;12;1;1;2015;Totalpr;Fonna
3;1;12;0;2;2013;Totalpr;Fonna
3;1;12;1;2;2014;Totalpr;Fonna
3;1;12;0;2;2015;Totalpr;Fonna
3;1;12;0;3;2013;Totalpr;Fonna
3;1;12;0;3;2014;Totalpr;Fonna
3;1;12;0;3;2015;Totalpr;Fonna
3;1;12;0;4;2013;Totalpr;Fonna
3;1;12;0;4;2014;Totalpr;Fonna
3;1;12;0;4;2015;Totalpr;Fonna
3;1;13;2;1;2013;Totalpr;Stavanger
3;1;13;7;1;2014;Totalpr;Stavanger
3;1;13;2;1;2015;Totalpr;Stavanger
3;1;13;6;2;2013;Totalpr;Stavanger
3;1;13;2;2;2014;Totalpr;Stavanger
3;1;13;3;2;2015;Totalpr;Stavanger
3;1;13;1;3;2013;Totalpr;Stavanger
3;1;13;0;3;2014;Totalpr;Stavanger
3;1;13;1;3;2015;Totalpr;Stavanger
3;1;13;1;4;2013;Totalpr;Stavanger
3;1;13;1;4;2014;Totalpr;Stavanger
3;1;13;0;4;2015;Totalpr;Stavanger
3;1;14;4;1;2013;Totalpr;Østfold
3;1;14;2;1;2014;Totalpr;Østfold
3;1;14;2;1;2015;Totalpr;Østfold
3;1;14;1;2;2013;Totalpr;Østfold
3;1;14;0;2;2014;Totalpr;Østfold
3;1;14;0;2;2015;Totalpr;Østfold
3;1;14;0;3;2013;Totalpr;Østfold
3;1;14;0;3;2014;Totalpr;Østfold
3;1;14;0;3;2015;Totalpr;Østfold
3;1;14;0;4;2013;Totalpr;Østfold
3;1;14;0;4;2014;Totalpr;Østfold
3;1;14;0;4;2015;Totalpr;Østfold
3;1;15;1;1;2013;Totalpr;Akershus
3;1;15;2;1;2014;Totalpr;Akershus
3;1;15;3;1;2015;Totalpr;Akershus
3;1;15;1;2;2013;Totalpr;Akershus
3;1;15;0;2;2014;Totalpr;Akershus
3;1;15;0;2;2015;Totalpr;Akershus
3;1;15;0;3;2013;Totalpr;Akershus
3;1;15;1;3;2014;Totalpr;Akershus
3;1;15;0;3;2015;Totalpr;Akershus
3;1;15;0;4;2013;Totalpr;Akershus
3;1;15;0;4;2014;Totalpr;Akershus
3;1;15;0;4;2015;Totalpr;Akershus
3;1;16;5;1;2013;Totalpr;OUS
3;1;16;3;1;2014;Totalpr;OUS
3;1;16;8;1;2015;Totalpr;OUS
3;1;16;0;2;2013;Totalpr;OUS
3;1;16;1;2;2014;Totalpr;OUS
3;1;16;0;2;2015;Totalpr;OUS
3;1;16;0;3;2013;Totalpr;OUS
3;1;16;0;3;2014;Totalpr;OUS
3;1;16;1;3;2015;Totalpr;OUS
3;1;16;1;4;2013;Totalpr;OUS
3;1;16;0;4;2014;Totalpr;OUS
3;1;16;0;4;2015;Totalpr;OUS
3;1;19;2;1;2013;Totalpr;Innlandet
3;1;19;2;1;2014;Totalpr;Innlandet
3;1;19;5;1;2015;Totalpr;Innlandet
3;1;19;1;2;2013;Totalpr;Innlandet
3;1;19;0;2;2014;Totalpr;Innlandet
3;1;19;0;2;2015;Totalpr;Innlandet
3;1;19;0;3;2013;Totalpr;Innlandet
3;1;19;0;3;2014;Totalpr;Innlandet
3;1;19;0;3;2015;Totalpr;Innlandet
3;1;19;0;4;2013;Totalpr;Innlandet
3;1;19;0;4;2014;Totalpr;Innlandet
3;1;19;0;4;2015;Totalpr;Innlandet
3;1;20;3;1;2013;Totalpr;Vestre Viken
3;1;20;2;1;2014;Totalpr;Vestre Viken
3;1;20;6;1;2015;Totalpr;Vestre Viken
3;1;20;2;2;2013;Totalpr;Vestre Viken
3;1;20;0;2;2014;Totalpr;Vestre Viken
3;1;20;0;2;2015;Totalpr;Vestre Viken
3;1;20;0;3;2013;Totalpr;Vestre Viken
3;1;20;0;3;2014;Totalpr;Vestre Viken
3;1;20;0;3;2015;Totalpr;Vestre Viken
3;1;20;0;4;2013;Totalpr;Vestre Viken
3;1;20;1;4;2014;Totalpr;Vestre Viken
3;1;20;0;4;2015;Totalpr;Vestre Viken
3;1;21;0;1;2013;Totalpr;Vestfold
3;1;21;0;1;2014;Totalpr;Vestfold
3;1;21;0;1;2015;Totalpr;Vestfold
3;1;21;0;2;2013;Totalpr;Vestfold
3;1;21;0;2;2014;Totalpr;Vestfold
3;1;21;1;2;2015;Totalpr;Vestfold
3;1;21;0;3;2013;Totalpr;Vestfold
3;1;21;0;3;2014;Totalpr;Vestfold
3;1;21;0;3;2015;Totalpr;Vestfold
3;1;21;0;4;2013;Totalpr;Vestfold
3;1;21;0;4;2014;Totalpr;Vestfold
3;1;21;0;4;2015;Totalpr;Vestfold
3;1;22;1;1;2013;Totalpr;Telemark
3;1;22;2;1;2014;Totalpr;Telemark
3;1;22;2;1;2015;Totalpr;Telemark
3;1;22;0;2;2013;Totalpr;Telemark
3;1;22;1;2;2014;Totalpr;Telemark
3;1;22;1;2;2015;Totalpr;Telemark
3;1;22;0;3;2013;Totalpr;Telemark
3;1;22;0;3;2014;Totalpr;Telemark
3;1;22;0;3;2015;Totalpr;Telemark
3;1;22;0;4;2013;Totalpr;Telemark
3;1;22;0;4;2014;Totalpr;Telemark
3;1;22;0;4;2015;Totalpr;Telemark
3;1;23;1;1;2013;Totalpr;Sørlandet
3;1;23;3;1;2014;Totalpr;Sørlandet
3;1;23;1;1;2015;Totalpr;Sørlandet
3;1;23;0;2;2013;Totalpr;Sørlandet
3;1;23;0;2;2014;Totalpr;Sørlandet
3;1;23;0;2;2015;Totalpr;Sørlandet
3;1;23;1;3;2013;Totalpr;Sørlandet
3;1;23;0;3;2014;Totalpr;Sørlandet
3;1;23;0;3;2015;Totalpr;Sørlandet
3;1;23;0;4;2013;Totalpr;Sørlandet
3;1;23;0;4;2014;Totalpr;Sørlandet
3;1;23;0;4;2015;Totalpr;Sørlandet
